type,domain,trueClass,predClass,predProb
FP,wharfttidc.com,non-DGA,ramnit,0.6412047743797302
FP,jvtiiraimxiskbvmom.mn,non-DGA,necurs,0.888738214969635
FP,cjgjxrtk.cc,non-DGA,necurs,0.44704800844192505
FP,hcsksjezfb.info,non-DGA,pykspa,0.6880149245262146
FP,dpuayfi.me,non-DGA,necurs,0.6491189002990723
FP,livetvgmbh.de,non-DGA,necurs,0.935947060585022
FP,hpucdrwsiz.net,non-DGA,pykspa,0.45151349902153015
FP,uvcmsdiahfearr.me,non-DGA,ranbyus,0.9939577579498291
FP,yhmpxiat.tj,non-DGA,necurs,0.8726871013641357
FP,gpnabnrp.ga,non-DGA,necurs,0.9270191192626953
FP,tkhpdg.info,non-DGA,pykspa,0.6323450207710266
FP,crkkhavbvxabsdxlmsapt.tv,non-DGA,necurs,0.8798013925552368
FP,tnhvehwaoibimnp.su,non-DGA,locky,0.47718507051467896
FP,inmyownstyle.com,non-DGA,tinba,0.5212227702140808
FP,uniivwtcfillbxwje.ru,non-DGA,locky,0.4913814067840576
FP,bmdkjrwjwxwxtnnxg.mu,non-DGA,necurs,0.8973562121391296
FP,omnitagjs.com,non-DGA,ramnit,0.5161047577857971
FP,dutikeewtqwixjyjwewxk.co,non-DGA,necurs,0.8897220492362976
FP,jwjbqxofgjhexffkci.jp,non-DGA,necurs,0.8939589858055115
FP,umkepbuh.org,non-DGA,qakbot,0.31541377305984497
FP,biquge.info,non-DGA,pykspa,0.566154956817627
FP,xsppvtgjnswcila.sx,non-DGA,necurs,0.9055142402648926
FP,ffqtkexm.com,non-DGA,ramnit,0.9071367979049683
FP,naughtydog.com,non-DGA,ramnit,0.6637799739837646
FP,oopsmovs.com,non-DGA,ramnit,0.6085456013679504
FP,ltkcmiveabowee.net,non-DGA,ranbyus,0.9460001587867737
FP,idotaketwo.com,non-DGA,vawtrak,0.5325348973274231
FP,eahqyrh.com,non-DGA,ramnit,0.4532076120376587
FP,nemodno.com,non-DGA,vawtrak,0.7185660004615784
FP,eilkbkfemhanbrn.eu,non-DGA,ramnit,0.9362500905990601
FP,fxhahfillnjsnnvq.org,non-DGA,murofet,0.4548954963684082
FP,qaowiiu.com,non-DGA,pykspa,0.5619586706161499
FP,yfiimautfmcnkogardbul.co,non-DGA,necurs,0.8792566657066345
FP,engage12981wrdfl.deltadna.net,non-DGA,corebot,0.6593378186225891
FP,axfqktjxrv.cm,non-DGA,necurs,0.9306830167770386
FP,mnltgnow.com,non-DGA,ramnit,0.9390961527824402
FP,rumtlsi.biz,non-DGA,locky,0.27997085452079773
FP,idatahouse.com,non-DGA,vawtrak,0.5324914455413818
FP,gqcccys.cx,non-DGA,necurs,0.8427996039390564
FP,divatraffic.bid,non-DGA,ramnit,0.8015145659446716
FP,bestmvno.com,non-DGA,ramnit,0.7799460291862488
FP,kavjlnkcbyumulnann.me,non-DGA,necurs,0.9138857126235962
FP,hvffvfnrdcn.com,non-DGA,ramnit,0.9322585463523865
FP,rclctrac.com,non-DGA,ramnit,0.8955585956573486
FP,geteasyqa.com,non-DGA,pykspa,0.5449245572090149
FP,xxxsexpussy.com,non-DGA,ramnit,0.7010742425918579
FP,cirxbdftyxx.ru,non-DGA,locky,0.43439415097236633
FP,olamnet.com,non-DGA,vawtrak,0.7347502112388611
FP,eauebttmchpgtpv.mu,non-DGA,necurs,0.9509057402610779
FP,qvwiphdyxwbukacjitbh.tv,non-DGA,necurs,0.9119545221328735
FP,vpnbeta.gq,non-DGA,necurs,0.7820079326629639
FP,freexxxsex.biz,non-DGA,qakbot,0.3339359164237976
FP,vncwpwgn.mn,non-DGA,necurs,0.9085161685943604
FP,olvcwix.ki,non-DGA,necurs,0.8941879868507385
FP,luminpdf.com,non-DGA,ramnit,0.6295651197433472
FP,mijndnsserver.eu,non-DGA,ramnit,0.726124107837677
FP,tbyuantu.com,non-DGA,ramnit,0.702039897441864
FP,feedgrabbr.com,non-DGA,ramnit,0.65931236743927
FP,oynmftlgufr.com,non-DGA,ramnit,0.9178189039230347
FP,gemsofwar.com,non-DGA,vawtrak,0.7903116941452026
FP,thyssenkrupp.com,non-DGA,tinba,0.6887868642807007
FP,jbvsxokisxwicwgpbriid.sx,non-DGA,necurs,0.8821840882301331
FP,adtrxapps.com,non-DGA,ramnit,0.4953986406326294
FP,ccgxaxcpyueqmmkns.tj,non-DGA,necurs,0.9598894119262695
FP,jdnttphpaphwclqcjb.im,non-DGA,necurs,0.9285019040107727
FP,nbeyyaqqrjn.mn,non-DGA,necurs,0.9362556338310242
FP,4kteenfuck.com,non-DGA,shiotob/urlzone/bebloh,0.8728672862052917
FP,ymdwjcsusjxvwy.biz,non-DGA,Cryptolocker - Flashback,0.550407350063324
FP,girnarsoft.com,non-DGA,vawtrak,0.5502057671546936
FP,dsxwtgranwsdfah.nf,non-DGA,necurs,0.9442694187164307
FP,hpcikrvxrolekcirelpr.ga,non-DGA,necurs,0.9407585859298706
FP,dqkjrcpqwehb.nu,non-DGA,necurs,0.945131242275238
FP,dgarhgardmntrnsprpx.kz,non-DGA,necurs,0.8802065849304199
FP,grdmydmdmt.su,non-DGA,locky,0.5661066174507141
FP,gearsofwar.com,non-DGA,vawtrak,0.8151172399520874
FP,xxlproxy.com,non-DGA,ramnit,0.6336213946342468
FP,spicybigbutt.com,non-DGA,tinba,0.8148271441459656
FP,biubkwv.biz,non-DGA,necurs,0.3251289129257202
FP,pchlotto.com,non-DGA,ramnit,0.5481540560722351
FP,ohmahgod.com,non-DGA,vawtrak,0.5586532950401306
FP,fytppxufvigr.pro,non-DGA,necurs,0.9457647800445557
FP,xytojgy.me,non-DGA,necurs,0.6585828065872192
FP,aqliupdhbjfkrplqyu.sc,non-DGA,necurs,0.8651703000068665
FP,vcloudgtm.com,non-DGA,ramnit,0.9405868649482727
FP,oijbsac.com,non-DGA,ramnit,0.5828552842140198
FP,buqlffivwtvclcwuoxk.in,non-DGA,necurs,0.8625010251998901
FP,wwgtehbai.eu,non-DGA,ramnit,0.8748010396957397
FP,xahlee.info,non-DGA,pykspa,0.5306394100189209
FP,gufsbwwigpesre.mn,non-DGA,necurs,0.8977745771408081
FP,gfhuqrhafrepubrgu.la,non-DGA,necurs,0.957705020904541
FP,yabunalhq.com,non-DGA,ramnit,0.6091611981391907
FP,engage2excel.com,non-DGA,shiotob/urlzone/bebloh,0.7722844481468201
FP,stkgzfoh.net,non-DGA,pykspa,0.40486180782318115
FP,dnjbbtsd.com,non-DGA,ramnit,0.9528754949569702
FP,quartzhillhs.org,non-DGA,qakbot,0.6291717290878296
FP,aznebazfp.info,non-DGA,pykspa,0.5889538526535034
FP,kmpbrg.info,non-DGA,pykspa,0.9496741890907288
FP,qcawmgvufwkknyee.sh,non-DGA,necurs,0.9255344271659851
FP,jgkctgbymfmhxpnwusgri.sx,non-DGA,necurs,0.8766669034957886
FP,oiqhfate.com,non-DGA,ramnit,0.910433828830719
FP,cwmkwbmrbqughnrwpmaao.mx,non-DGA,necurs,0.8925661444664001
FP,iakkrlxuxwhgqxvunvor.pw,non-DGA,necurs,0.8847845792770386
FP,swubomrcxsvfeevhyqemq.cc,non-DGA,necurs,0.8747453689575195
FP,realtyww.info,non-DGA,qakbot,0.2915586233139038
FP,ivyhwvxwyc.nf,non-DGA,necurs,0.9299257397651672
FP,drhtroeinfgnjtivu.tj,non-DGA,necurs,0.936174213886261
FP,otrmdpfkmkknubmlvqf.xxx,non-DGA,necurs,0.9076886773109436
FP,iberopuebla.mx,non-DGA,necurs,0.7609548568725586
FP,nerohut.com,non-DGA,vawtrak,0.7463361024856567
FP,nhsmggbscmpdyokjomcu.ki,non-DGA,necurs,0.9284854531288147
FP,pxcqjvwasgulujlerwrn.cc,non-DGA,necurs,0.8847171068191528
FP,uzrrqqzlktpymn.com,non-DGA,murofet,0.9813625812530518
FP,jjaesalodoakcxcak.eu,non-DGA,ramnit,0.8504199385643005
FP,clkufmg.me,non-DGA,necurs,0.5604100823402405
FP,raphaeljs.com,non-DGA,ramnit,0.9075483083724976
FP,vrgmsmgvfjuvg.ms,non-DGA,necurs,0.9581541419029236
FP,gproxy.dyndns.org,non-DGA,kraken,0.999559223651886
FP,ynftrchpsg.in,non-DGA,necurs,0.7562865614891052
FP,animalsadda.com,non-DGA,vawtrak,0.5988942980766296
FP,meritnation.com,non-DGA,vawtrak,0.5993596315383911
FP,dntwbmdjptvyhmtq.kz,non-DGA,necurs,0.9423662424087524
FP,vxisoftwareupdate.com,non-DGA,ramnit,0.7425020337104797
FP,omfgdogs.com,non-DGA,ramnit,0.8437930345535278
FP,gklgvvbmxjvhpwyikgnfj.nf,non-DGA,necurs,0.8354535102844238
FP,stundxyogfbwm.xxx,non-DGA,necurs,0.9203324913978577
FP,acemsrvf.com,non-DGA,ramnit,0.7789198160171509
FP,mggjwiet.me,non-DGA,necurs,0.7368471622467041
FP,sctadnbcjv.de,non-DGA,necurs,0.9462352395057678
FP,itfxaxgtkaoirxhmauamf.to,non-DGA,necurs,0.9044028520584106
FP,wgiftcard.com,non-DGA,ramnit,0.6138578653335571
FP,cgaemihcbvr.com,non-DGA,ramnit,0.9281595945358276
FP,ripndipclothing.com,non-DGA,ramnit,0.7256141901016235
FP,armutkursun.com,non-DGA,vawtrak,0.8125916123390198
FP,devxstudik.com,non-DGA,ramnit,0.8555089831352234
FP,gobuffsgo.com,non-DGA,ramnit,0.8581469655036926
FP,ldaujbpviri.biz,non-DGA,qakbot,0.3890078067779541
FP,mipxwhd.info,non-DGA,pykspa,0.6450329422950745
FP,goskyhawk.com,non-DGA,ramnit,0.6590448617935181
FP,4hdwallpapers.com,non-DGA,shiotob/urlzone/bebloh,0.82974773645401
FP,odxtfaqrdiefkfpft.ga,non-DGA,necurs,0.9265025854110718
FP,esjjglvbg.pw,non-DGA,locky,0.5148332715034485
FP,clickweb.click,non-DGA,ramnit,0.4898627698421478
FP,xiaolajiao.com,non-DGA,ramnit,0.8612856864929199
FP,qouzgnm.net,non-DGA,pykspa,0.4345107078552246
FP,xjpakmdcfuqe.ru,non-DGA,Cryptolocker - Flashback,0.6719173192977905
FP,ruwgbdoupfwmbdgicl.sh,non-DGA,necurs,0.8669625520706177
FP,9191youxi.com,non-DGA,shiotob/urlzone/bebloh,0.9737539887428284
FP,nxetkfb.biz,non-DGA,necurs,0.3432929813861847
FP,isixsigma.com,non-DGA,ramnit,0.5304833650588989
FP,htyhnchvsynrnuw.com,non-DGA,ramnit,0.5733776092529297
FP,jvhvqqbxxkgokgabu.sh,non-DGA,necurs,0.8632928729057312
FP,jygwtnyj.org,non-DGA,qakbot,0.42711180448532104
FP,yartcbaugdnradgcjiwhh.mn,non-DGA,necurs,0.8101487755775452
FP,crowdwisdomhq.com,non-DGA,ramnit,0.39293116331100464
FP,ebmvukd.la,non-DGA,necurs,0.9358020424842834
FP,qrcdyrvim.me,non-DGA,necurs,0.8412393927574158
FP,nhexch52rosnet.com,non-DGA,shiotob/urlzone/bebloh,0.9713886380195618
FP,nvynhlrjcqnbobj.tj,non-DGA,necurs,0.9629467129707336
FP,duublxfkppyc.ac,non-DGA,necurs,0.9119189977645874
FP,wjcnydxfehrrm.in,non-DGA,necurs,0.9015920162200928
FP,didxuuo.co,non-DGA,necurs,0.524734616279602
FP,newsweekjapan.jp,non-DGA,necurs,0.6256968975067139
FP,mpsltnvggm.cc,non-DGA,kraken,0.5393971800804138
FP,dayforcehcm.com,non-DGA,ramnit,0.5592325329780579
FP,uhkkfpjotmfgbmg.im,non-DGA,necurs,0.9720882177352905
FP,tvboxnow.com,non-DGA,ramnit,0.9364650845527649
FP,tijtjpfpgnyxejdqdhyc.so,non-DGA,necurs,0.9123230576515198
FP,xcashmobi.com,non-DGA,ramnit,0.6620658040046692
FP,qrgurkgl.jp,non-DGA,necurs,0.9125207662582397
FP,fxnsiomd.la,non-DGA,necurs,0.9412692785263062
FP,kupujemyciuchy.pl,non-DGA,locky,0.9448773860931396
FP,xxlargepop.com,non-DGA,ramnit,0.4023917615413666
FP,mpsgyyopbac.mx,non-DGA,necurs,0.8903722167015076
FP,normthompson.com,non-DGA,tinba,0.6886369585990906
FP,pacradjvni.net,non-DGA,pykspa,0.24525517225265503
FP,smjsqmsvek.so,non-DGA,necurs,0.8844953775405884
FP,djhe235dn.com,non-DGA,shiotob/urlzone/bebloh,0.9700133800506592
FP,dcyeufoq.com,non-DGA,ramnit,0.9357551336288452
FP,kqkmhsfmhqrrjrjj.net,non-DGA,murofet,0.9947208166122437
FP,uqwnmaii.org,non-DGA,pykspa,0.6519580483436584
FP,dwaybill.com,non-DGA,ramnit,0.710827648639679
FP,prodworksngwsa.de,non-DGA,necurs,0.6842040419578552
FP,aqyzmedia.yunaq.com,non-DGA,kraken,0.6355733871459961
FP,pixeldgarui.xyz,non-DGA,locky,0.7021044492721558
FP,xxgiwvyallpsfara.me,non-DGA,necurs,0.8440923094749451
FP,crwdcntrl.net,non-DGA,pykspa,0.3159359097480774
FP,xxrnrdmdpoxfsyi.us,non-DGA,necurs,0.9640389680862427
FP,123watchjav.com,non-DGA,shiotob/urlzone/bebloh,0.9958828687667847
FP,optumhealthpaymentservices.com,non-DGA,murofet,0.37849539518356323
FP,whhtqycc.ms,non-DGA,necurs,0.9258859157562256
FP,paisdelosjuegosfriv.com,non-DGA,ramnit,0.777205765247345
FP,romagnaoggi.it,non-DGA,necurs,0.8403270840644836
FP,wwwfacebook.com,non-DGA,ramnit,0.7710995078086853
FP,behappyjc.org,non-DGA,qakbot,0.47742030024528503
FP,gwydqwusxvrudiubqtl.co,non-DGA,necurs,0.9416337013244629
FP,abcmxgamdui.tj,non-DGA,necurs,0.9412516355514526
FP,rpcrrpprbp.to,non-DGA,necurs,0.9416717886924744
FP,irnbwudqajnkqrmhcx.cm,non-DGA,necurs,0.9434574842453003
FP,bxomdhecbff.eu,non-DGA,ramnit,0.91453617811203
FP,dwvejfoynxqeiutilmnas.ki,non-DGA,necurs,0.930203914642334
FP,iogxsqetlxoxgihpkuedb.tw,non-DGA,necurs,0.904488205909729
FP,lunariffic.com,non-DGA,vawtrak,0.5889633297920227
FP,hydvokueawmfbn.bz,non-DGA,necurs,0.9476551413536072
FP,vsimasd.pw,non-DGA,necurs,0.5099720358848572
FP,jkqbsunds.jp,non-DGA,necurs,0.8968111872673035
FP,hledejslevu.com,non-DGA,vawtrak,0.46344754099845886
FP,xjjikhjlpkjnnpxn.im,non-DGA,necurs,0.9691601395606995
FP,hkqfgvonlnxi.ug,non-DGA,necurs,0.953679084777832
FP,tooojgagaqgoxxkudfe.ms,non-DGA,necurs,0.9283109903335571
FP,rjwrlvv.so,non-DGA,necurs,0.8106705546379089
FP,tweetmyjobs.com,non-DGA,ramnit,0.5162726044654846
FP,euutfngpqhoxndjltbpoo.mx,non-DGA,necurs,0.889121413230896
FP,ndsuyheurbmug.ir,non-DGA,necurs,0.919327437877655
FP,stufywueihr.com,non-DGA,ramnit,0.8993197083473206
FP,jaysbrickblog.com,non-DGA,ramnit,0.7980595231056213
FP,rtb4ever2.com,non-DGA,shiotob/urlzone/bebloh,0.8127685785293579
FP,apwkycuocpatprqqwd.ms,non-DGA,necurs,0.9315112233161926
FP,libraryh3lp.com,non-DGA,shiotob/urlzone/bebloh,0.9248815178871155
FP,ghogrtophkwjdmlvej.ug,non-DGA,necurs,0.9521353840827942
FP,ncpolicywatch.org,non-DGA,qakbot,0.38632363080978394
FP,jthkjfct.net,non-DGA,pykspa,0.27903348207473755
FP,kuqppukfyhppytyrgov.sh,non-DGA,necurs,0.8897464871406555
FP,odwyerpr.com,non-DGA,ramnit,0.598349392414093
FP,neuvgfjcltho.mn,non-DGA,necurs,0.9332966804504395
FP,dcbdcydhdrk.ir,non-DGA,necurs,0.9233793020248413
FP,ynmctyslqckkjdh.su,non-DGA,ranbyus,0.9857437014579773
FP,jrkaawgjqaj.sc,non-DGA,necurs,0.8579526543617249
FP,bdtrkconv.com,non-DGA,ramnit,0.9462363719940186
FP,lrifeskb.com,non-DGA,ramnit,0.553921639919281
FP,vgboxart.com,non-DGA,ramnit,0.8471750020980835
FP,fofxngn.com,non-DGA,pykspa,0.9467511177062988
FP,190slgroup.com,non-DGA,shiotob/urlzone/bebloh,0.9878634214401245
FP,edvfwlacluo.com,non-DGA,ramnit,0.9274728298187256
FP,cssahpws.im,non-DGA,necurs,0.9437694549560547
FP,cnkvthipopyn.eu,non-DGA,ramnit,0.8633843660354614
FP,annahar.com,non-DGA,vawtrak,0.8274795413017273
FP,guoguiyan.com,non-DGA,ramnit,0.49660876393318176
FP,lldavpsdpjx.ki,non-DGA,necurs,0.9337407350540161
FP,giraffic.com,non-DGA,vawtrak,0.5201911330223083
FP,zpzesmev.net,non-DGA,pykspa,0.32687363028526306
FP,imkdrapp.com,non-DGA,ramnit,0.6079252362251282
FP,hbaknoxville.com,non-DGA,ramnit,0.6995845437049866
FP,vroomvroomz.com,non-DGA,shiotob/urlzone/bebloh,0.49830174446105957
FP,lbgopuxtmocysrkqi.ac,non-DGA,necurs,0.882372260093689
FP,hscampaigns.com,non-DGA,ramnit,0.7823659181594849
FP,ofnxzir.info,non-DGA,pykspa,0.7998724579811096
FP,plbtgkpouixmnyscebp.ga,non-DGA,necurs,0.9681797027587891
FP,unlimiclick.com,non-DGA,vawtrak,0.6675161719322205
FP,sdfomjgf.us,non-DGA,necurs,0.930009663105011
FP,tymnuopxjigcenmpukcnw.ac,non-DGA,necurs,0.9377895593643188
FP,webcashmgmt.com,non-DGA,ramnit,0.8314604759216309
FP,cnkmzbok.net,non-DGA,pykspa,0.277339905500412
FP,ltkvtogiqguljngvji.mu,non-DGA,necurs,0.9242119789123535
FP,acumenwfm.com,non-DGA,vawtrak,0.9061370491981506
FP,reytqmvmspecngvcyioa.net,non-DGA,qakbot,0.539229154586792
FP,hcvrdhab.com,non-DGA,ramnit,0.9305636882781982
FP,bthcbnexeyxwj.sc,non-DGA,necurs,0.8731011152267456
FP,jwryginebqrgbxlr.ug,non-DGA,necurs,0.9513370990753174
FP,fa3e7yyp7slwb2.com,non-DGA,shiotob/urlzone/bebloh,0.9806503653526306
FP,gjeqmbuc.jp,non-DGA,necurs,0.9319792985916138
FP,cyqayubeyloqd.ga,non-DGA,necurs,0.943930447101593
FP,nwfdailynews.com,non-DGA,ramnit,0.4981772303581238
FP,rkcvcsaxtofgu.in,non-DGA,necurs,0.8308482766151428
FP,mypornfox.com,non-DGA,pykspa,0.8535934090614319
FP,auuauaugngnngduuzgjus.su,non-DGA,necurs,0.8516753911972046
FP,brwsrapi.com,non-DGA,ramnit,0.7621623277664185
FP,hdfcbank.com,non-DGA,ramnit,0.715933620929718
FP,ibdtsff.biz,non-DGA,necurs,0.30965280532836914
FP,yundunwaf.com,non-DGA,vawtrak,0.7778638005256653
FP,wkfjygtqfqi.tj,non-DGA,necurs,0.9240202903747559
FP,jf71qh5v14.com,non-DGA,shiotob/urlzone/bebloh,0.9992092847824097
FP,cankaoxiaoxi.com,non-DGA,ramnit,0.7759328484535217
FP,esnknlk.mx,non-DGA,necurs,0.7774351835250854
FP,jgpjdgwhosxjltjpankw.net,non-DGA,qakbot,0.5349245071411133
FP,klsemkfy.com,non-DGA,ramnit,0.8561225533485413
FP,ivgbvqflkislifjswxigt.pro,non-DGA,necurs,0.8665971159934998
FP,fzccvcrsbtb.com,non-DGA,vawtrak,0.2875474691390991
FP,kdlclkh.cc,non-DGA,necurs,0.4100276827812195
FP,johnnyrockets.com,non-DGA,ramnit,0.6192622184753418
FP,watchtvnow.co,non-DGA,necurs,0.5998894572257996
FP,mjyaxjr.in,non-DGA,necurs,0.4939608871936798
FP,wtqnmkojoyrt.mx,non-DGA,necurs,0.8954709768295288
FP,tfgfashionos.com,non-DGA,ramnit,0.8008577227592468
FP,umqccyqa.ru,non-DGA,locky,0.4453551471233368
FP,rvrqoqlanincqif.cc,non-DGA,necurs,0.8182705044746399
FP,mkhnduh.jp,non-DGA,necurs,0.893174946308136
FP,hwqibuxykx.pro,non-DGA,necurs,0.8985941410064697
FP,qublixaws.com,non-DGA,ramnit,0.7045639157295227
FP,qkmuwpqd.org,non-DGA,qakbot,0.3869919180870056
FP,bdfrhuxxjcdfeae.in,non-DGA,necurs,0.7691087126731873
FP,fpctraffic3.com,non-DGA,shiotob/urlzone/bebloh,0.9920660853385925
FP,upsigndown.com,non-DGA,ramnit,0.8740630745887756
FP,bhhsgeorgia.com,non-DGA,ramnit,0.8076956272125244
FP,girlfrndactiv.icu,non-DGA,ramnit,0.3330823481082916
FP,379b9vxiia.com,non-DGA,shiotob/urlzone/bebloh,0.9991934895515442
FP,xurerlpxxbtfsyjaouqep.jp,non-DGA,necurs,0.8446388840675354
FP,aqgkndkx.org,non-DGA,qakbot,0.31507086753845215
FP,qtlmzqwq.com,non-DGA,qakbot,0.2044622153043747
FP,bpgqgwu.biz,non-DGA,locky,0.337238609790802
FP,iaccesscvr.com,non-DGA,ramnit,0.7605603337287903
FP,wxcmdba.ug,non-DGA,necurs,0.8905909657478333
FP,taelmjyns.jp,non-DGA,necurs,0.7775297164916992
FP,lxjabvkrxeupl.nf,non-DGA,necurs,0.9426560997962952
FP,golrlsojddlkee.im,non-DGA,necurs,0.933481752872467
FP,bigblueview.com,non-DGA,ramnit,0.6967613697052002
FP,junookyo.xyz,non-DGA,locky,0.7752773761749268
FP,xshmbrw.in,non-DGA,necurs,0.5507984161376953
FP,ssl1tsysacquiring.net,non-DGA,shiotob/urlzone/bebloh,0.49300679564476013
FP,josephjoseph.com,non-DGA,tinba,0.7674645781517029
FP,lukqcqlttobrvbgh.org,non-DGA,qakbot,0.5156121253967285
FP,qpdownload.com,non-DGA,ramnit,0.6720741391181946
FP,fqkfggoffetqoxe.ug,non-DGA,necurs,0.9631829857826233
FP,luxurysuvguide.com,non-DGA,ramnit,0.7336443662643433
FP,pushpushgo.com,non-DGA,ramnit,0.50811767578125
FP,gkbridge.com,non-DGA,ramnit,0.6374917030334473
FP,ygqpnwcnup.sx,non-DGA,necurs,0.8986653685569763
FP,xxxyoungmovs.com,non-DGA,tinba,0.9622876644134521
FP,rojfyeh.cc,non-DGA,necurs,0.35098204016685486
FP,spqdxqd.me,non-DGA,necurs,0.6551801562309265
FP,vtzexgv.info,non-DGA,pykspa,0.9007437825202942
FP,earoronrbcatpqcwiso.mn,non-DGA,necurs,0.8967868685722351
FP,mvsnyjeworlykyam.biz,non-DGA,murofet,0.5973262786865234
FP,bjunutdddyify.im,non-DGA,necurs,0.9754882454872131
FP,yxkwgosuquuaqca.me,non-DGA,ranbyus,0.5556541681289673
FP,fbvghoi.mn,non-DGA,necurs,0.8715175986289978
FP,sklypkais.cf,non-DGA,necurs,0.6584776043891907
FP,summitrdu.com,non-DGA,ramnit,0.5087006688117981
FP,doggfxjm.org,non-DGA,qakbot,0.41124168038368225
FP,pcspeeduplog.com,non-DGA,tinba,0.6371800303459167
FP,odnotourniki.ru,non-DGA,tinba,0.593162477016449
FP,fiefjcejjhhbdiddadi.ru,non-DGA,necurs,0.8098366856575012
FP,gwygadfclatvvb.in,non-DGA,ranbyus,0.9818423986434937
FP,wqbafksbgtqrsihhnrym.kz,non-DGA,necurs,0.8758751153945923
FP,hgyytwnwgxbxlfchkpo.com,non-DGA,ramnit,0.9838979840278625
FP,awrcaverybrstuktdybstr.com,non-DGA,qakbot,0.6058282852172852
FP,jsxhuvfq.pw,non-DGA,locky,0.5767531394958496
FP,bhovghgsdcjqhoek.nf,non-DGA,necurs,0.948465883731842
FP,tndmnsha.com,non-DGA,ramnit,0.8833886981010437
FP,qbbaghdad.com,non-DGA,ramnit,0.9358108043670654
FP,lgbtqnation.com,non-DGA,ramnit,0.86327064037323
FP,engadget.com,non-DGA,vawtrak,0.7018725275993347
FP,hohmynriahrvowvjry.su,non-DGA,necurs,0.813370406627655
FP,freeprintablepdf.eu,non-DGA,ramnit,0.42017126083374023
FP,cxlwurqdncfutghavkeko.eu,non-DGA,necurs,0.9159144759178162
FP,hjetvdyqghvwywvlkamm.nf,non-DGA,necurs,0.902758002281189
FP,biamknirtkklkhhfeab.me,non-DGA,necurs,0.9197809100151062
FP,tdiitveddbk.in,non-DGA,necurs,0.8092311024665833
FP,hktrbwdd.com,non-DGA,ramnit,0.9347836375236511
FP,hollywoodpq.com,non-DGA,ramnit,0.8011544942855835
