type,domain,trueClass,predClass,predProb
FP,platosclosetnwa.com,non-DGA,DGA,0.8550847172737122
FP,rffroddi.net,non-DGA,DGA,0.746212363243103
FP,gutuxhapsbgwyoegnaii.in,non-DGA,DGA,0.9897869825363159
FP,ypeisndyeyesqwqo.net,non-DGA,DGA,0.9978721141815186
FP,ftgrwlwd.net,non-DGA,DGA,0.6026375889778137
FP,cvqmtprqj.sc,non-DGA,DGA,0.8894959688186646
FP,qbpqdesh.xxx,non-DGA,DGA,0.9808770418167114
FP,eaqbcoh.us,non-DGA,DGA,0.8835646510124207
FP,uwdawgpound.com,non-DGA,DGA,0.9506540894508362
FP,kuwusuuinykcmovndgg.bz,non-DGA,DGA,0.961323082447052
FP,comwgi.com,non-DGA,DGA,0.6189207434654236
FP,biuiypatdtmpqn.mn,non-DGA,DGA,0.9386851191520691
FP,stadiumdb.com,non-DGA,DGA,0.5130434036254883
FP,a9p2x4xyvv.us,non-DGA,DGA,0.9662685990333557
FP,duckfeed.tv,non-DGA,DGA,0.6130845546722412
FP,pgqguot.info,non-DGA,DGA,0.9601243138313293
FP,cprgggy.in,non-DGA,DGA,0.6599023938179016
FP,ynotlms.com,non-DGA,DGA,0.6126492023468018
FP,lrgjfjtf.com,non-DGA,DGA,0.9538089036941528
FP,vlexvenezuela.com,non-DGA,DGA,0.7329428791999817
FP,ctxiqptj.tw,non-DGA,DGA,0.987336277961731
FP,wharfttidc.com,non-DGA,DGA,0.7067685127258301
FP,jvtiiraimxiskbvmom.mn,non-DGA,DGA,0.89632648229599
FP,cjgjxrtk.cc,non-DGA,DGA,0.9865556359291077
FP,hcsksjezfb.info,non-DGA,DGA,0.9780271053314209
FP,dpuayfi.me,non-DGA,DGA,0.6153663396835327
FP,livetvgmbh.de,non-DGA,DGA,0.9796252250671387
FP,hpucdrwsiz.net,non-DGA,DGA,0.9988831877708435
FP,uvcmsdiahfearr.me,non-DGA,DGA,0.990709125995636
FP,yhmpxiat.tj,non-DGA,DGA,0.9553704261779785
FP,gpnabnrp.ga,non-DGA,DGA,0.9924148917198181
FP,tkhpdg.info,non-DGA,DGA,0.6744300127029419
FP,crkkhavbvxabsdxlmsapt.tv,non-DGA,DGA,0.9978311061859131
FP,tnhvehwaoibimnp.su,non-DGA,DGA,0.9999228715896606
FP,uniivwtcfillbxwje.ru,non-DGA,DGA,0.9852040410041809
FP,bmdkjrwjwxwxtnnxg.mu,non-DGA,DGA,0.846865713596344
FP,omnitagjs.com,non-DGA,DGA,0.7400621175765991
FP,dutikeewtqwixjyjwewxk.co,non-DGA,DGA,0.9071460962295532
FP,jwjbqxofgjhexffkci.jp,non-DGA,DGA,0.8513795137405396
FP,umkepbuh.org,non-DGA,DGA,0.8095449805259705
FP,biquge.info,non-DGA,DGA,0.6555079817771912
FP,xsppvtgjnswcila.sx,non-DGA,DGA,0.9281762838363647
FP,ffqtkexm.com,non-DGA,DGA,0.9825906157493591
FP,basketlfb.com,non-DGA,DGA,0.7648341059684753
FP,ltkcmiveabowee.net,non-DGA,DGA,0.9929354190826416
FP,lxwaccq.in,non-DGA,DGA,0.8930472135543823
FP,eahqyrh.com,non-DGA,DGA,0.7781354188919067
FP,sendsmsusa.com,non-DGA,DGA,0.7292221784591675
FP,americas1stfreedom.org,non-DGA,DGA,0.7151814699172974
FP,eilkbkfemhanbrn.eu,non-DGA,DGA,0.9979513883590698
FP,fxhahfillnjsnnvq.org,non-DGA,DGA,0.9999428987503052
FP,qaowiiu.com,non-DGA,DGA,0.9084982872009277
FP,yfiimautfmcnkogardbul.co,non-DGA,DGA,0.9525866508483887
FP,axfqktjxrv.cm,non-DGA,DGA,0.9258093237876892
FP,rumtlsi.biz,non-DGA,DGA,0.6857753992080688
FP,mkfooxg.org,non-DGA,DGA,0.6291308999061584
FP,gqcccys.cx,non-DGA,DGA,0.9677891731262207
FP,kavjlnkcbyumulnann.me,non-DGA,DGA,0.9670584201812744
FP,hvffvfnrdcn.com,non-DGA,DGA,0.9990611672401428
FP,rclctrac.com,non-DGA,DGA,0.5557000041007996
FP,goldennugget.com,non-DGA,DGA,0.9465723037719727
FP,cirxbdftyxx.ru,non-DGA,DGA,0.9995889067649841
FP,eauebttmchpgtpv.mu,non-DGA,DGA,0.8220162987709045
FP,qvwiphdyxwbukacjitbh.tv,non-DGA,DGA,0.9973673224449158
FP,mobbbw.top,non-DGA,DGA,0.7061906456947327
FP,vncwpwgn.mn,non-DGA,DGA,0.8708412051200867
FP,olvcwix.ki,non-DGA,DGA,0.9172928333282471
FP,otofun.net,non-DGA,DGA,0.5017702579498291
FP,mijndnsserver.eu,non-DGA,DGA,0.5760436058044434
FP,ukyrpys.net,non-DGA,DGA,0.7069665193557739
FP,oynmftlgufr.com,non-DGA,DGA,0.9975873231887817
FP,gemsofwar.com,non-DGA,DGA,0.9903345704078674
FP,jbvsxokisxwicwgpbriid.sx,non-DGA,DGA,0.935719907283783
FP,ibifa.biz,non-DGA,DGA,0.9883196353912354
FP,windowcostmandisk.dyndns.org,non-DGA,DGA,0.9056519269943237
FP,kostas133ver2b.ddns.net,non-DGA,DGA,0.9999547004699707
FP,ccgxaxcpyueqmmkns.tj,non-DGA,DGA,0.889586865901947
FP,jdnttphpaphwclqcjb.im,non-DGA,DGA,0.9289801120758057
FP,nbeyyaqqrjn.mn,non-DGA,DGA,0.8910419940948486
FP,unpliumbria.info,non-DGA,DGA,0.7678556442260742
FP,ymdwjcsusjxvwy.biz,non-DGA,DGA,0.9990256428718567
FP,dsxwtgranwsdfah.nf,non-DGA,DGA,0.9404961466789246
FP,hpcikrvxrolekcirelpr.ga,non-DGA,DGA,0.9971961975097656
FP,dqkjrcpqwehb.nu,non-DGA,DGA,0.9147372841835022
FP,dgarhgardmntrnsprpx.kz,non-DGA,DGA,0.9820148944854736
FP,grdmydmdmt.su,non-DGA,DGA,0.9706845283508301
FP,gearsofwar.com,non-DGA,DGA,0.8656907677650452
FP,nbnxlgf.net,non-DGA,DGA,0.5966832637786865
FP,biubkwv.biz,non-DGA,DGA,0.8174859285354614
FP,xeramoouflerdfnipw.de,non-DGA,DGA,0.9521973729133606
FP,fytppxufvigr.pro,non-DGA,DGA,0.963721513748169
FP,oeihefoeaboeubfuo.kz,non-DGA,DGA,0.9941892027854919
FP,mysuitecfdi.com,non-DGA,DGA,0.9716366529464722
FP,aqliupdhbjfkrplqyu.sc,non-DGA,DGA,0.893756628036499
FP,buqlffivwtvclcwuoxk.in,non-DGA,DGA,0.9972751140594482
FP,wwgtehbai.eu,non-DGA,DGA,0.9685279726982117
FP,gufsbwwigpesre.mn,non-DGA,DGA,0.9853666424751282
FP,gfhuqrhafrepubrgu.la,non-DGA,DGA,0.9639989137649536
FP,yabunalhq.com,non-DGA,DGA,0.7924514412879944
FP,stkgzfoh.net,non-DGA,DGA,0.7729203701019287
FP,dnjbbtsd.com,non-DGA,DGA,0.814913809299469
FP,uhrzeit.org,non-DGA,DGA,0.5314038991928101
FP,ncrejzk.net,non-DGA,DGA,0.898862898349762
FP,tieuduong24h.com,non-DGA,DGA,0.7672560811042786
FP,aznebazfp.info,non-DGA,DGA,0.7455558776855469
FP,kmpbrg.info,non-DGA,DGA,0.8570297956466675
FP,qcawmgvufwkknyee.sh,non-DGA,DGA,0.9587053656578064
FP,xchkuuy.net,non-DGA,DGA,0.8278100490570068
FP,ibnhloji.net,non-DGA,DGA,0.6463717222213745
FP,jgkctgbymfmhxpnwusgri.sx,non-DGA,DGA,0.9264650344848633
FP,oiqhfate.com,non-DGA,DGA,0.8839428424835205
FP,cwmkwbmrbqughnrwpmaao.mx,non-DGA,DGA,0.9451340436935425
FP,iakkrlxuxwhgqxvunvor.pw,non-DGA,DGA,0.9996349811553955
FP,swubomrcxsvfeevhyqemq.cc,non-DGA,DGA,0.9921589493751526
FP,realtyww.info,non-DGA,DGA,0.779750406742096
FP,cqfjzxp.net,non-DGA,DGA,0.675782322883606
FP,ivyhwvxwyc.nf,non-DGA,DGA,0.9692781567573547
FP,drhtroeinfgnjtivu.tj,non-DGA,DGA,0.8954579830169678
FP,keizai.biz,non-DGA,DGA,0.9999898076057434
FP,otrmdpfkmkknubmlvqf.xxx,non-DGA,DGA,0.9302302002906799
FP,nhsmggbscmpdyokjomcu.ki,non-DGA,DGA,0.9697262048721313
FP,pxcqjvwasgulujlerwrn.cc,non-DGA,DGA,0.9957398176193237
FP,uzrrqqzlktpymn.com,non-DGA,DGA,0.9990997910499573
FP,jjaesalodoakcxcak.eu,non-DGA,DGA,0.9983809590339661
FP,groupgti.com,non-DGA,DGA,0.666068434715271
FP,vrgmsmgvfjuvg.ms,non-DGA,DGA,0.8942363262176514
FP,offerzone.click,non-DGA,DGA,0.9825243949890137
FP,gproxy.dyndns.org,non-DGA,DGA,0.7883486151695251
FP,ynftrchpsg.in,non-DGA,DGA,0.992238461971283
FP,folykoz.cc,non-DGA,DGA,0.8407724499702454
FP,tflqyw.biz,non-DGA,DGA,0.7214699983596802
FP,dntwbmdjptvyhmtq.kz,non-DGA,DGA,0.9911392331123352
FP,omfgdogs.com,non-DGA,DGA,0.5251731872558594
FP,yxcqodq.com,non-DGA,DGA,0.7089716196060181
FP,gklgvvbmxjvhpwyikgnfj.nf,non-DGA,DGA,0.9570608735084534
FP,azvmnyk.net,non-DGA,DGA,0.9187913537025452
FP,stundxyogfbwm.xxx,non-DGA,DGA,0.9718645811080933
FP,mggjwiet.me,non-DGA,DGA,0.7943084239959717
FP,sctadnbcjv.de,non-DGA,DGA,0.9808272123336792
FP,itfxaxgtkaoirxhmauamf.to,non-DGA,DGA,0.9796059727668762
FP,cgaemihcbvr.com,non-DGA,DGA,0.9990593791007996
FP,devxstudik.com,non-DGA,DGA,0.5073960423469543
FP,gobuffsgo.com,non-DGA,DGA,0.9629025459289551
FP,ldaujbpviri.biz,non-DGA,DGA,0.9952335953712463
FP,mipxwhd.info,non-DGA,DGA,0.875338613986969
FP,jwvwak1a.com,non-DGA,DGA,0.9891894459724426
FP,odxtfaqrdiefkfpft.ga,non-DGA,DGA,0.9613919258117676
FP,esjjglvbg.pw,non-DGA,DGA,0.9990100860595703
FP,ywrjgzs.com,non-DGA,DGA,0.8685629367828369
FP,qouzgnm.net,non-DGA,DGA,0.6061350703239441
FP,xjpakmdcfuqe.ru,non-DGA,DGA,0.9956455230712891
FP,niria.biz,non-DGA,DGA,0.8963819146156311
FP,ruwgbdoupfwmbdgicl.sh,non-DGA,DGA,0.9699062705039978
FP,nxetkfb.biz,non-DGA,DGA,0.6624228358268738
FP,isixsigma.com,non-DGA,DGA,0.566207230091095
FP,htyhnchvsynrnuw.com,non-DGA,DGA,0.9995436072349548
FP,jvhvqqbxxkgokgabu.sh,non-DGA,DGA,0.9311681985855103
FP,jygwtnyj.org,non-DGA,DGA,0.8250895142555237
FP,yartcbaugdnradgcjiwhh.mn,non-DGA,DGA,0.9174643754959106
FP,ebmvukd.la,non-DGA,DGA,0.9679468274116516
FP,qrcdyrvim.me,non-DGA,DGA,0.8985961079597473
FP,nvynhlrjcqnbobj.tj,non-DGA,DGA,0.9002595543861389
FP,avtovzglyad.ru,non-DGA,DGA,0.8966336250305176
FP,duublxfkppyc.ac,non-DGA,DGA,0.9641938805580139
FP,wjcnydxfehrrm.in,non-DGA,DGA,0.9997895359992981
FP,didxuuo.co,non-DGA,DGA,0.5428404808044434
FP,mpsltnvggm.cc,non-DGA,DGA,0.9953572154045105
FP,uhkkfpjotmfgbmg.im,non-DGA,DGA,0.9642133116722107
FP,tijtjpfpgnyxejdqdhyc.so,non-DGA,DGA,0.9502169489860535
FP,qrgurkgl.jp,non-DGA,DGA,0.9046363234519958
FP,fxnsiomd.la,non-DGA,DGA,0.953277051448822
FP,kupujemyciuchy.pl,non-DGA,DGA,0.9834550619125366
FP,mpsgyyopbac.mx,non-DGA,DGA,0.990474283695221
FP,ivoweb.it,non-DGA,DGA,0.5471824407577515
FP,pacradjvni.net,non-DGA,DGA,0.9214853048324585
FP,xuqawyq.net,non-DGA,DGA,0.9731614589691162
FP,smjsqmsvek.so,non-DGA,DGA,0.9762187004089355
FP,djhe235dn.com,non-DGA,DGA,0.9033572673797607
FP,dcyeufoq.com,non-DGA,DGA,0.9360354542732239
FP,kqkmhsfmhqrrjrjj.net,non-DGA,DGA,0.9991936087608337
FP,uqwnmaii.org,non-DGA,DGA,0.9926957488059998
FP,qulishi.com,non-DGA,DGA,0.7054896950721741
FP,xxgiwvyallpsfara.me,non-DGA,DGA,0.9656628966331482
FP,crwdcntrl.net,non-DGA,DGA,0.7741941213607788
FP,mobifunadx.com,non-DGA,DGA,0.7017046213150024
FP,xxrnrdmdpoxfsyi.us,non-DGA,DGA,0.9801161885261536
FP,123watchjav.com,non-DGA,DGA,0.9099674820899963
FP,gigporno.xxx,non-DGA,DGA,0.5117613077163696
FP,whhtqycc.ms,non-DGA,DGA,0.8912081122398376
FP,winasdaq.com,non-DGA,DGA,0.7013657093048096
FP,romagnaoggi.it,non-DGA,DGA,0.8690739870071411
FP,wwwfacebook.com,non-DGA,DGA,0.7807739973068237
FP,ktmghoq5bn53vq3wiuqcou5z3ztedasaau33v2mmrlvnwml7flxa.b32.i2p,non-DGA,DGA,0.999995768070221
FP,behappyjc.org,non-DGA,DGA,0.9153543710708618
FP,vkrugudruzei.ru,non-DGA,DGA,0.9993293285369873
FP,gwydqwusxvrudiubqtl.co,non-DGA,DGA,0.934024453163147
FP,ausgezeichnet.org,non-DGA,DGA,0.8519635200500488
FP,abcmxgamdui.tj,non-DGA,DGA,0.9663351774215698
FP,nnovosti.info,non-DGA,DGA,0.5181020498275757
FP,rpcrrpprbp.to,non-DGA,DGA,0.9865532517433167
FP,irnbwudqajnkqrmhcx.cm,non-DGA,DGA,0.9074967503547668
FP,lpxlcfw.org,non-DGA,DGA,0.7507004737854004
FP,bxomdhecbff.eu,non-DGA,DGA,0.9997590780258179
FP,dwvejfoynxqeiutilmnas.ki,non-DGA,DGA,0.9701039791107178
FP,iogxsqetlxoxgihpkuedb.tw,non-DGA,DGA,0.9940349459648132
FP,hydvokueawmfbn.bz,non-DGA,DGA,0.9431578516960144
FP,vsimasd.pw,non-DGA,DGA,0.9785704612731934
FP,0d1bfa1f0715482705f4f3ec85983a42c25f0114.com,non-DGA,DGA,0.6041419506072998
FP,pvoutput.org,non-DGA,DGA,0.788973331451416
FP,freeproxies.mooo.com,non-DGA,DGA,0.9817919135093689
FP,jkqbsunds.jp,non-DGA,DGA,0.8842354416847229
FP,hledejslevu.com,non-DGA,DGA,0.9941373467445374
FP,xjjikhjlpkjnnpxn.im,non-DGA,DGA,0.969421923160553
FP,hkqfgvonlnxi.ug,non-DGA,DGA,0.9412315487861633
FP,tooojgagaqgoxxkudfe.ms,non-DGA,DGA,0.8587142825126648
FP,rjwrlvv.so,non-DGA,DGA,0.933650016784668
FP,euutfngpqhoxndjltbpoo.mx,non-DGA,DGA,0.8707023859024048
FP,ndsuyheurbmug.ir,non-DGA,DGA,0.9902105331420898
FP,bghydro.com,non-DGA,DGA,0.5673059225082397
FP,stufywueihr.com,non-DGA,DGA,0.9946109652519226
FP,tkoknzo.com,non-DGA,DGA,0.8052988052368164
FP,officenotcg.loc,non-DGA,DGA,0.8530476093292236
FP,apwkycuocpatprqqwd.ms,non-DGA,DGA,0.9249333143234253
FP,ghogrtophkwjdmlvej.ug,non-DGA,DGA,0.9073721766471863
FP,jthkjfct.net,non-DGA,DGA,0.5084987878799438
FP,gfwflpur.net,non-DGA,DGA,0.8307974934577942
FP,kuqppukfyhppytyrgov.sh,non-DGA,DGA,0.9389529824256897
FP,neuvgfjcltho.mn,non-DGA,DGA,0.9012719988822937
FP,dcbdcydhdrk.ir,non-DGA,DGA,0.9631358981132507
FP,ynmctyslqckkjdh.su,non-DGA,DGA,0.9974404573440552
FP,nguyenthikimngan.org,non-DGA,DGA,0.7005888223648071
FP,jrkaawgjqaj.sc,non-DGA,DGA,0.8715543746948242
FP,bdtrkconv.com,non-DGA,DGA,0.9909942150115967
FP,lrifeskb.com,non-DGA,DGA,0.5361024141311646
FP,yottaa.net,non-DGA,DGA,0.6641811728477478
FP,fofxngn.com,non-DGA,DGA,0.9583256840705872
FP,edvfwlacluo.com,non-DGA,DGA,0.9999103546142578
FP,cssahpws.im,non-DGA,DGA,0.8661285638809204
FP,cnkvthipopyn.eu,non-DGA,DGA,0.9935867786407471
FP,lldavpsdpjx.ki,non-DGA,DGA,0.9711475372314453
FP,tktelekom.pl,non-DGA,DGA,0.5680429935455322
FP,bjtajoox.ru,non-DGA,DGA,0.6681089401245117
FP,xtpubjx.com,non-DGA,DGA,0.7207716703414917
FP,lcxeyzb.biz,non-DGA,DGA,0.6283986568450928
FP,zpzesmev.net,non-DGA,DGA,0.6584053039550781
FP,vroomvroomz.com,non-DGA,DGA,0.9849033355712891
FP,lbgopuxtmocysrkqi.ac,non-DGA,DGA,0.9115419983863831
FP,ofnxzir.info,non-DGA,DGA,0.7310387492179871
FP,unfassbar.cc,non-DGA,DGA,0.9772396683692932
FP,plbtgkpouixmnyscebp.ga,non-DGA,DGA,0.9721202254295349
FP,wearecnn.com,non-DGA,DGA,0.8191878795623779
FP,sdfomjgf.us,non-DGA,DGA,0.8226035237312317
FP,tymnuopxjigcenmpukcnw.ac,non-DGA,DGA,0.954635739326477
FP,cnkmzbok.net,non-DGA,DGA,0.9822210669517517
FP,tcldelonghi.com,non-DGA,DGA,0.7857285141944885
FP,catalogkiosk.com,non-DGA,DGA,0.5311799645423889
FP,ltkvtogiqguljngvji.mu,non-DGA,DGA,0.8288654088973999
FP,acumenwfm.com,non-DGA,DGA,0.733834981918335
FP,optimaxbd.net,non-DGA,DGA,0.5212370753288269
FP,reytqmvmspecngvcyioa.net,non-DGA,DGA,0.9845665693283081
FP,hcvrdhab.com,non-DGA,DGA,0.5006209015846252
FP,bthcbnexeyxwj.sc,non-DGA,DGA,0.9652235507965088
FP,jwryginebqrgbxlr.ug,non-DGA,DGA,0.851554274559021
FP,marktjagd.de,non-DGA,DGA,0.6384232044219971
FP,fa3e7yyp7slwb2.com,non-DGA,DGA,0.999955415725708
FP,gjeqmbuc.jp,non-DGA,DGA,0.9641239047050476
FP,cyqayubeyloqd.ga,non-DGA,DGA,0.9832355976104736
FP,erutluv.com,non-DGA,DGA,0.8929963111877441
FP,dhfswir.org,non-DGA,DGA,0.5808769464492798
FP,rkcvcsaxtofgu.in,non-DGA,DGA,0.9989010691642761
FP,dzwuxrt.com,non-DGA,DGA,0.8108667731285095
FP,ch1gmehub14.msn.com,non-DGA,DGA,0.927359938621521
FP,bjamaag.org,non-DGA,DGA,0.6188950538635254
FP,ibdtsff.biz,non-DGA,DGA,0.6991746425628662
FP,yundunwaf.com,non-DGA,DGA,0.914787769317627
FP,wkfjygtqfqi.tj,non-DGA,DGA,0.9375618100166321
FP,dxqiueu.net,non-DGA,DGA,0.6146573424339294
FP,jf71qh5v14.com,non-DGA,DGA,0.921257495880127
FP,zisbrygtluib.com,non-DGA,DGA,0.9524754285812378
FP,dudccob.in,non-DGA,DGA,0.9475858211517334
FP,esnknlk.mx,non-DGA,DGA,0.9164724946022034
FP,genderqueerdc.org,non-DGA,DGA,0.5867727994918823
FP,jgpjdgwhosxjltjpankw.net,non-DGA,DGA,0.9991166591644287
FP,klsemkfy.com,non-DGA,DGA,0.8424516916275024
FP,cmhkznyp.net,non-DGA,DGA,0.606795072555542
FP,ivgbvqflkislifjswxigt.pro,non-DGA,DGA,0.9546147584915161
FP,fzccvcrsbtb.com,non-DGA,DGA,0.9986088871955872
FP,kdsk32lfa.xyz,non-DGA,DGA,0.8138161897659302
FP,kdlclkh.cc,non-DGA,DGA,0.8524627685546875
FP,emlgrid.com,non-DGA,DGA,0.5355080366134644
FP,wtqnmkojoyrt.mx,non-DGA,DGA,0.9736296534538269
FP,f43d76c20358c312d1b5be2de6e5dc43ia.com,non-DGA,DGA,0.9681838154792786
FP,iggzuxyb.com,non-DGA,DGA,0.8109223246574402
FP,umqccyqa.ru,non-DGA,DGA,0.5863440632820129
FP,rvrqoqlanincqif.cc,non-DGA,DGA,0.9987868070602417
FP,mkhnduh.jp,non-DGA,DGA,0.9622869491577148
FP,hwqibuxykx.pro,non-DGA,DGA,0.9556688666343689
FP,qkmuwpqd.org,non-DGA,DGA,0.893584668636322
FP,bdfrhuxxjcdfeae.in,non-DGA,DGA,0.9955945014953613
FP,bhhsgeorgia.com,non-DGA,DGA,0.8126712441444397
FP,m41egdcqogb3.ru,non-DGA,DGA,0.9068560600280762
FP,attijariwafa.com,non-DGA,DGA,0.5483075380325317
FP,xurerlpxxbtfsyjaouqep.jp,non-DGA,DGA,0.8674200177192688
FP,eurodns.biz,non-DGA,DGA,0.8871593475341797
FP,aqgkndkx.org,non-DGA,DGA,0.8385759592056274
FP,qtlmzqwq.com,non-DGA,DGA,0.6093319654464722
FP,bpgqgwu.biz,non-DGA,DGA,0.7663561105728149
FP,wxcmdba.ug,non-DGA,DGA,0.9554048776626587
FP,taelmjyns.jp,non-DGA,DGA,0.9067777395248413
FP,lxjabvkrxeupl.nf,non-DGA,DGA,0.9533798694610596
FP,mapnwea.org,non-DGA,DGA,0.8315943479537964
FP,awesomelyluvvie.com,non-DGA,DGA,0.9686768054962158
FP,golrlsojddlkee.im,non-DGA,DGA,0.9926674962043762
FP,junookyo.xyz,non-DGA,DGA,0.9858516454696655
FP,gtupuw.org,non-DGA,DGA,0.5576683282852173
FP,ssl1tsysacquiring.net,non-DGA,DGA,0.9994505643844604
FP,josephjoseph.com,non-DGA,DGA,0.874760091304779
FP,lukqcqlttobrvbgh.org,non-DGA,DGA,0.9988352656364441
FP,fqkfggoffetqoxe.ug,non-DGA,DGA,0.9186387062072754
FP,luxurysuvguide.com,non-DGA,DGA,0.6475352048873901
FP,saferwatch.com,non-DGA,DGA,0.550748348236084
FP,culsauwou.com,non-DGA,DGA,0.8392563462257385
FP,ygqpnwcnup.sx,non-DGA,DGA,0.9668642282485962
FP,rojfyeh.cc,non-DGA,DGA,0.9961675405502319
FP,spqdxqd.me,non-DGA,DGA,0.733394980430603
FP,vtzexgv.info,non-DGA,DGA,0.9768332839012146
FP,studydroid.com,non-DGA,DGA,0.6279235482215881
FP,earoronrbcatpqcwiso.mn,non-DGA,DGA,0.9459447264671326
FP,mvsnyjeworlykyam.biz,non-DGA,DGA,0.9935365319252014
FP,bjunutdddyify.im,non-DGA,DGA,0.905777633190155
FP,yxkwgosuquuaqca.me,non-DGA,DGA,0.9626122117042542
FP,fbvghoi.mn,non-DGA,DGA,0.9531459808349609
FP,herpsofnc.org,non-DGA,DGA,0.8267515897750854
FP,summitrdu.com,non-DGA,DGA,0.8202376961708069
FP,bothunter.click,non-DGA,DGA,0.9456009864807129
FP,idoreqo.ac,non-DGA,DGA,0.9489943981170654
FP,doggfxjm.org,non-DGA,DGA,0.8002943992614746
FP,fiefjcejjhhbdiddadi.ru,non-DGA,DGA,0.9793218970298767
FP,gwygadfclatvvb.in,non-DGA,DGA,0.9967911839485168
FP,wqbafksbgtqrsihhnrym.kz,non-DGA,DGA,0.962258517742157
FP,hgyytwnwgxbxlfchkpo.com,non-DGA,DGA,0.9994823336601257
FP,awrcaverybrstuktdybstr.com,non-DGA,DGA,0.9955539107322693
FP,jsxhuvfq.pw,non-DGA,DGA,0.992875874042511
FP,bhovghgsdcjqhoek.nf,non-DGA,DGA,0.976738691329956
FP,yocewoa.ru,non-DGA,DGA,0.6622448563575745
FP,qbbaghdad.com,non-DGA,DGA,0.7807890176773071
FP,ottawasun.com,non-DGA,DGA,0.66602623462677
FP,lgbtqnation.com,non-DGA,DGA,0.7969173192977905
FP,qihuweb.com,non-DGA,DGA,0.8485891819000244
FP,hohmynriahrvowvjry.su,non-DGA,DGA,0.9965090155601501
FP,cxlwurqdncfutghavkeko.eu,non-DGA,DGA,0.9967215657234192
FP,soladministracion.dyndns.org,non-DGA,DGA,0.8439462780952454
FP,hjetvdyqghvwywvlkamm.nf,non-DGA,DGA,0.9630656838417053
FP,bbcsulb.desire2learn.com,non-DGA,DGA,0.8167231678962708
FP,biamknirtkklkhhfeab.me,non-DGA,DGA,0.984782338142395
FP,qunitjs.com,non-DGA,DGA,0.6064374446868896
FP,tdiitveddbk.in,non-DGA,DGA,0.9948344230651855
FP,hktrbwdd.com,non-DGA,DGA,0.7661862373352051
FP,hollywoodpq.com,non-DGA,DGA,0.9978516697883606
FP,offdutyblue.com,non-DGA,DGA,0.5248191356658936
FP,idxjlqkabxfoppmcml.com,non-DGA,DGA,0.9993240833282471
FP,rqrfobxt.pro,non-DGA,DGA,0.8645567297935486
FP,mssqltips.com,non-DGA,DGA,0.8773251175880432
FP,puoxbn.biz,non-DGA,DGA,0.5837163329124451
FP,wwwgaystryst.com,non-DGA,DGA,0.9121387004852295
FP,onawgyuxgpluc.bz,non-DGA,DGA,0.9815049171447754
FP,nripcyu.cc,non-DGA,DGA,0.974770188331604
FP,xpiffdyaje.ir,non-DGA,DGA,0.9539300799369812
FP,lpwaasxs.net,non-DGA,DGA,0.7634692788124084
FP,wjffggj.in,non-DGA,DGA,0.7501431107521057
FP,sgiynicann.ug,non-DGA,DGA,0.6061505079269409
FP,fubsbyiivfb.ug,non-DGA,DGA,0.9386482238769531
FP,letuhpoxsuanycm.su,non-DGA,DGA,0.9932044148445129
FP,prpkhpjxghhn.com,non-DGA,DGA,0.9994668364524841
FP,yqslfqsosgsjygr.eu,non-DGA,DGA,0.9886575937271118
FP,discuvver.com,non-DGA,DGA,0.5740578770637512
FP,latlfa.biz,non-DGA,DGA,0.8719505667686462
FP,hvtivqochgikmevmoqw.ir,non-DGA,DGA,0.9775823950767517
